music,file,frame,mfcc_mean,mfcc_var
1,98curitiba_2017_05_20__12_11_00.wav,0,0.054613016002600004,0.07168072490703574
1,98curitiba_2017_05_20__12_11_00.wav,1,0.0012923068788999984,0.06959816125983961
1,98curitiba_2017_05_20__12_11_00.wav,2,0.0157503010138,0.04008562161123662
1,98curitiba_2017_05_20__12_11_00.wav,3,-0.17099496365839,0.06358461199759553
1,98curitiba_2017_05_20__12_11_00.wav,4,-0.09098172093,0.07044215024081005
1,98curitiba_2017_05_20__12_11_00.wav,5,0.058163503434,0.07868385540180496
1,98curitiba_2017_05_20__12_11_00.wav,6,0.1022247132503,0.04503840153712124
1,98curitiba_2017_05_20__12_11_00.wav,7,0.10103802897885,0.03214290906404844
1,98curitiba_2017_05_20__12_11_00.wav,8,0.2272634841618,0.05002350296150398
1,98curitiba_2017_05_20__12_11_00.wav,9,0.3029812121241,0.029973585959466205
1,98curitiba_2017_05_20__12_11_00.wav,10,0.2218791401653,0.043314714875966664
1,98curitiba_2017_05_20__12_11_00.wav,11,0.1999210538308,0.046737455473176245
1,98curitiba_2017_05_20__12_11_00.wav,12,0.341697817902,0.041300115568575275
1,98curitiba_2017_05_20__12_11_00.wav,13,0.2338804292258,0.04633317260024088
1,98curitiba_2017_05_20__12_11_00.wav,14,0.0030966546688000014,0.04399866538068944
1,98curitiba_2017_05_20__12_11_00.wav,15,-0.17956797744209,0.059933014043648404
1,98curitiba_2017_05_20__12_11_00.wav,16,-0.0502968344315,0.02858359595628155
1,98curitiba_2017_05_20__12_11_00.wav,17,-0.0037767458181000016,0.039937890622640734
1,98curitiba_2017_05_20__12_11_00.wav,18,0.0058011357577,0.04179774360173821
1,98curitiba_2017_05_20__12_11_00.wav,19,-0.012888986713800002,0.04162705206652709
1,98curitiba_2017_05_20__12_11_00.wav,20,0.012206106760220003,0.06553026802032956
1,98curitiba_2017_05_20__12_11_00.wav,21,0.0463305721172,0.02998275721360447
1,98curitiba_2017_05_20__12_11_00.wav,22,-0.0338004004465,0.06718196043850806
1,98curitiba_2017_05_20__12_11_00.wav,23,0.256572461242,0.06187859388761553
1,98curitiba_2017_05_20__12_11_00.wav,24,0.1228813068835,0.040035194215285314
1,98curitiba_2017_05_20__12_11_00.wav,25,0.086604236579116,0.04013505985357979
1,98curitiba_2017_05_20__12_11_00.wav,26,0.1221222306911,0.04153921122687376
1,98curitiba_2017_05_20__12_11_00.wav,27,0.214333124785,0.041912822429449575
1,98curitiba_2017_05_20__12_11_00.wav,28,0.0460157890872,0.1014055774576447
1,98curitiba_2017_05_20__12_11_00.wav,29,0.020056252001000002,0.07010314524865402
1,98curitiba_2017_05_20__12_11_00.wav,30,0.0391872222145,0.061434094538601595
1,98curitiba_2017_05_20__12_11_00.wav,31,-0.014933928607699999,0.03881999065812654
1,98curitiba_2017_05_20__12_11_00.wav,32,0.0117456829166,0.04658134263736109
1,98curitiba_2017_05_20__12_11_00.wav,33,0.07723521251773,0.06449644626140308
1,98curitiba_2017_05_20__12_11_00.wav,34,0.1788817903338,0.043277399086429226
1,98curitiba_2017_05_20__12_11_00.wav,35,0.10264625531027,0.05565266222462228
1,98curitiba_2017_05_20__12_11_00.wav,36,0.122481708234,0.03764811926865943
1,98curitiba_2017_05_20__12_11_00.wav,37,0.3120089190008,0.05788675065940756
1,98curitiba_2017_05_20__12_11_00.wav,38,0.1805306269645,0.04488444668803283
1,98curitiba_2017_05_20__12_11_00.wav,39,0.1548824730589,0.04249051079776577
1,98curitiba_2017_05_20__12_13_00.wav,0,0.1273619145449,0.06235206025742889
1,98curitiba_2017_05_20__12_13_00.wav,1,-0.0407915701167,0.05884073054565112
1,98curitiba_2017_05_20__12_13_00.wav,2,-0.0371818291322,0.03816102651173854
1,98curitiba_2017_05_20__12_13_00.wav,3,-0.1381333798252,0.059463308540899436
1,98curitiba_2017_05_20__12_13_00.wav,4,0.1720453797441,0.126641477830361
1,98curitiba_2017_05_20__12_13_00.wav,5,0.0393546225025,0.052374074067257144
1,98curitiba_2017_05_20__12_13_00.wav,6,0.0255625523539,0.079848899993103
1,98curitiba_2017_05_20__12_13_00.wav,7,0.0849691305049,0.07363550841472334
1,98curitiba_2017_05_20__12_13_00.wav,8,-0.3008298596049,0.08510611439033437
1,98curitiba_2017_05_20__12_13_00.wav,9,-0.073445060547,0.04155235770494234
1,98curitiba_2017_05_20__12_13_00.wav,10,-0.2197905391359,0.03310349164562587
1,98curitiba_2017_05_20__12_13_00.wav,11,0.0364032356429,0.042525071208447576
1,98curitiba_2017_05_20__12_13_00.wav,12,0.129379317618,0.044663590029534066
1,98curitiba_2017_05_20__12_13_00.wav,13,0.0413294685777,0.027838361370686713
1,98curitiba_2017_05_20__12_13_00.wav,14,0.0068320494752800035,0.041682019559671886
1,98curitiba_2017_05_20__12_13_00.wav,15,0.1151661839874,0.03559612137554352
1,98curitiba_2017_05_20__12_13_00.wav,16,-0.040596839238999996,0.05130515092680764
1,98curitiba_2017_05_20__12_13_00.wav,17,0.3012157237725,0.08269796910422401
1,98curitiba_2017_05_20__12_13_00.wav,18,0.100033212288,0.06220502430760712
1,98curitiba_2017_05_20__12_13_00.wav,19,0.0827059257783,0.08679334922678959
1,98curitiba_2017_05_20__12_13_00.wav,20,0.0445499799834,0.06185321427798111
1,98curitiba_2017_05_20__12_13_00.wav,21,-0.1727349521231,0.08745331458622196
1,98curitiba_2017_05_20__12_13_00.wav,22,-0.14611848700909,0.09599925689473889
1,98curitiba_2017_05_20__12_13_00.wav,23,0.03361142934669,0.035193998804633135
1,98curitiba_2017_05_20__12_13_00.wav,24,-0.108461418105,0.07265811177786809
1,98curitiba_2017_05_20__12_13_00.wav,25,0.14388093738913998,0.06303475641155283
1,98curitiba_2017_05_20__12_13_00.wav,26,0.18527679648708,0.04426186984206664
1,98curitiba_2017_05_20__12_13_00.wav,27,0.0955372362525,0.027173591383083767
1,98curitiba_2017_05_20__12_13_00.wav,28,0.1604072807259,0.036917881378944695
1,98curitiba_2017_05_20__12_13_00.wav,29,0.061776693419709997,0.03269661738202146
1,98curitiba_2017_05_20__12_13_00.wav,30,0.0149031010764,0.06170129792252077
1,98curitiba_2017_05_20__12_13_00.wav,31,-0.021311313911600002,0.04848667681337116
1,98curitiba_2017_05_20__12_13_00.wav,32,-0.077455194488,0.05490143230325818
1,98curitiba_2017_05_20__12_13_00.wav,33,-0.1547259789145,0.04246982744082403
1,98curitiba_2017_05_20__12_13_00.wav,34,-0.1617099528737,0.06683758900114455
1,98curitiba_2017_05_20__12_13_00.wav,35,-0.031301910795,0.07025284859947142
1,98curitiba_2017_05_20__12_13_00.wav,36,0.1663563368505,0.08941213609903549
1,98curitiba_2017_05_20__12_13_00.wav,37,0.3313846711765,0.06454474197159596
1,98curitiba_2017_05_20__12_13_00.wav,38,-0.0141200522352,0.056338310837433236
1,98curitiba_2017_05_20__12_13_00.wav,39,0.0492477657446,0.04750012953031664
1,98curitiba_2017_05_20__12_15_00.wav,0,0.1560848473933,0.03553817137775544
1,98curitiba_2017_05_20__12_15_00.wav,1,0.06765956660443,0.030045793483579625
1,98curitiba_2017_05_20__12_15_00.wav,2,0.1837036472442,0.06571614095205992
1,98curitiba_2017_05_20__12_15_00.wav,3,0.12847864469345,0.07627253145561826
1,98curitiba_2017_05_20__12_15_00.wav,4,0.1877307268107,0.03707178866028173
1,98curitiba_2017_05_20__12_15_00.wav,5,-0.02052851311427,0.04544807876489526
1,98curitiba_2017_05_20__12_15_00.wav,6,0.1609154577336,0.06881569102418736
1,98curitiba_2017_05_20__12_15_00.wav,7,0.3100964691053,0.05084026097834122
1,98curitiba_2017_05_20__12_15_00.wav,8,0.1577093240228,0.03695491215043502
1,98curitiba_2017_05_20__12_15_00.wav,9,0.152082519755,0.04623558697929783
1,98curitiba_2017_05_20__12_15_00.wav,10,0.1104458861218,0.053260504940363176
1,98curitiba_2017_05_20__12_15_00.wav,11,0.0916466417035,0.09502586467811579
1,98curitiba_2017_05_20__12_15_00.wav,12,0.172517401296,0.04316932521303658
1,98curitiba_2017_05_20__12_15_00.wav,13,0.03591985135709,0.03705725717225049
1,98curitiba_2017_05_20__12_15_00.wav,14,0.100335442685,0.06535339716407113
1,98curitiba_2017_05_20__12_15_00.wav,15,0.19832198978875,0.04872490952518122
1,98curitiba_2017_05_20__12_15_00.wav,16,0.2142562179279,0.040207171006811614
1,98curitiba_2017_05_20__12_15_00.wav,17,0.30898147045663,0.04463205519804776
1,98curitiba_2017_05_20__12_15_00.wav,18,0.23993219683789999,0.042914743130271306
1,98curitiba_2017_05_20__12_15_00.wav,19,0.2082019936652,0.04353202192743129
1,98curitiba_2017_05_20__12_15_00.wav,20,0.13767324502561,0.04478779746904566
1,98curitiba_2017_05_20__12_15_00.wav,21,0.301356656184,0.05243358406535685
1,98curitiba_2017_05_20__12_15_00.wav,22,-0.1038406852216,0.08101000845940426
1,98curitiba_2017_05_20__12_15_00.wav,23,0.12364420465338,0.04548466023431664
1,98curitiba_2017_05_20__12_15_00.wav,24,0.1982149077106,0.032332480286940427
1,98curitiba_2017_05_20__12_15_00.wav,25,0.374155762691,0.0365407547935966
1,98curitiba_2017_05_20__12_15_00.wav,26,0.0329849370697,0.05727139663396217
1,98curitiba_2017_05_20__12_15_00.wav,27,-0.257480635871,0.12412724487148556
1,98curitiba_2017_05_20__12_15_00.wav,28,-0.0298049862359,0.104750683822177
1,98curitiba_2017_05_20__12_15_00.wav,29,-0.1152206877185,0.05099309883707632
1,98curitiba_2017_05_20__12_15_00.wav,30,0.008225878737000002,0.0706125413648084
1,98curitiba_2017_05_20__12_15_00.wav,31,-0.228413444158,0.09389344950544598
1,98curitiba_2017_05_20__12_15_00.wav,32,-0.007386219196350002,0.04417695154163496
1,98curitiba_2017_05_20__12_15_00.wav,33,-0.1721530181367,0.06362775069087864
1,98curitiba_2017_05_20__12_15_00.wav,34,-0.0021007474330000005,0.06217116594097332
1,98curitiba_2017_05_20__12_15_00.wav,35,-0.1191868496332,0.05136980094363967
1,98curitiba_2017_05_20__12_15_00.wav,36,-0.071514265036,0.09972816742147961
1,98curitiba_2017_05_20__12_15_00.wav,37,-0.0995267464602,0.0402998031923994
1,98curitiba_2017_05_20__12_15_00.wav,38,0.07955879773209999,0.08864055721937503
1,98curitiba_2017_05_20__12_15_00.wav,39,0.054831183424,0.05702463214260374
1,98curitiba_2017_05_20__12_19_00.wav,0,0.0271725299665,0.0454282029533279
1,98curitiba_2017_05_20__12_19_00.wav,1,-0.115743178582,0.09217347076467496
1,98curitiba_2017_05_20__12_19_00.wav,2,-0.008159503140470002,0.06977537382239464
1,98curitiba_2017_05_20__12_19_00.wav,3,0.012965398947000002,0.1194324803368146
1,98curitiba_2017_05_20__12_19_00.wav,4,0.0660510604072,0.07593253573536216
1,98curitiba_2017_05_20__12_19_00.wav,5,0.1436289657168,0.043910075494344475
1,98curitiba_2017_05_20__12_19_00.wav,6,0.107938246983,0.06031765138344151
1,98curitiba_2017_05_20__12_19_00.wav,7,0.034977566297199995,0.059022240336022186
1,98curitiba_2017_05_20__12_19_00.wav,8,0.0433978765967,0.04940820521599809
1,98curitiba_2017_05_20__12_19_00.wav,9,0.0559477175649,0.05365612204603059
1,98curitiba_2017_05_20__12_19_00.wav,10,0.3212846230502,0.049131988378174896
1,98curitiba_2017_05_20__12_19_00.wav,11,0.12478861042240001,0.07278971128524986
1,98curitiba_2017_05_20__12_19_00.wav,12,0.0237649367328,0.10145870503166984
1,98curitiba_2017_05_20__12_19_00.wav,13,0.0198217127332,0.054407291220662395
1,98curitiba_2017_05_20__12_19_00.wav,14,0.0149431695648,0.06394582025463152
1,98curitiba_2017_05_20__12_19_00.wav,15,0.2848542566819,0.040982149718608786
1,98curitiba_2017_05_20__12_19_00.wav,16,0.1373280854907,0.07589123381081608
1,98curitiba_2017_05_20__12_19_00.wav,17,0.0546921451446,0.04670947925069586
1,98curitiba_2017_05_20__12_19_00.wav,18,0.014766210201999997,0.0509577549559439
1,98curitiba_2017_05_20__12_19_00.wav,19,0.02207977762691,0.03565615145477635
1,98curitiba_2017_05_20__12_19_00.wav,20,0.29184724574299997,0.05469384557019172
1,98curitiba_2017_05_20__12_19_00.wav,21,0.1770220372228,0.058755269121759206
1,98curitiba_2017_05_20__12_19_00.wav,22,-0.011666302154400003,0.09002367930772559
1,98curitiba_2017_05_20__12_19_00.wav,23,-0.041460461082100004,0.0888587453362638
1,98curitiba_2017_05_20__12_19_00.wav,24,0.038996494456,0.05948782033092942
1,98curitiba_2017_05_20__12_19_00.wav,25,0.1733309952352,0.051019259756915215
1,98curitiba_2017_05_20__12_19_00.wav,26,0.144468666837,0.08168538204211448
1,98curitiba_2017_05_20__12_19_00.wav,27,0.0707739810217,0.048094867100834444
1,98curitiba_2017_05_20__12_19_00.wav,28,0.1570556122003,0.052555740287388436
1,98curitiba_2017_05_20__12_19_00.wav,29,0.2415631914199,0.0648838186478333
1,98curitiba_2017_05_20__12_19_00.wav,30,0.2624070883157,0.09422415441221348
1,98curitiba_2017_05_20__12_19_00.wav,31,0.0847731922355,0.07674732945061638
1,98curitiba_2017_05_20__12_19_00.wav,32,-0.0388292363721,0.09703989173197723
1,98curitiba_2017_05_20__12_19_00.wav,33,0.007651046118,0.09006266165813968
1,98curitiba_2017_05_20__12_19_00.wav,34,0.43452539372619997,0.09835871854994839
1,98curitiba_2017_05_20__12_19_00.wav,35,0.3887054429604,0.07025546480442321
1,98curitiba_2017_05_20__12_19_00.wav,36,0.379159080312,0.14524700793999545
1,98curitiba_2017_05_20__12_19_00.wav,37,0.11175502451254,0.21479925420938778
1,98curitiba_2017_05_20__12_19_00.wav,38,-0.1068039277095,0.0859265924631736
1,98curitiba_2017_05_20__12_19_00.wav,39,0.1082986586432,0.1435335715182337
1,98curitiba_2017_05_20__12_21_00.wav,0,0.085885318537059,0.05363138597114315
1,98curitiba_2017_05_20__12_21_00.wav,1,-0.0445802849034,0.04709861540996426
1,98curitiba_2017_05_20__12_21_00.wav,2,0.0747850029614,0.03879845670907875
1,98curitiba_2017_05_20__12_21_00.wav,3,0.0533613886033,0.06179621239459439
1,98curitiba_2017_05_20__12_21_00.wav,4,-0.01862802866371,0.05974441192843866
1,98curitiba_2017_05_20__12_21_00.wav,5,0.1122384863891,0.07682519690347574
1,98curitiba_2017_05_20__12_21_00.wav,6,0.0212722132393,0.07746670208978712
1,98curitiba_2017_05_20__12_21_00.wav,7,-0.0344898543681,0.05160860851923125
1,98curitiba_2017_05_20__12_21_00.wav,8,-0.09243087180494,0.05365706850644199
1,98curitiba_2017_05_20__12_21_00.wav,9,-0.005222580854199998,0.06506154206759546
1,98curitiba_2017_05_20__12_21_00.wav,10,0.11816339797201,0.04758161757631961
1,98curitiba_2017_05_20__12_21_00.wav,11,0.1118096147556,0.054953033839458654
1,98curitiba_2017_05_20__12_21_00.wav,12,-0.0289261039744,0.06294201582296774
1,98curitiba_2017_05_20__12_21_00.wav,13,-0.0639684998109,0.0625272196913243
1,98curitiba_2017_05_20__12_21_00.wav,14,0.006807686615789998,0.07720566639574142
1,98curitiba_2017_05_20__12_21_00.wav,15,0.1128049127364,0.03782703166890759
1,98curitiba_2017_05_20__12_21_00.wav,16,0.13625172794253,0.05369445005580678
1,98curitiba_2017_05_20__12_21_00.wav,17,0.04350365517321,0.04400205745024262
1,98curitiba_2017_05_20__12_21_00.wav,18,-0.1447413154883,0.05319382004194897
1,98curitiba_2017_05_20__12_21_00.wav,19,0.1032205032267,0.03931687904665393
1,98curitiba_2017_05_20__12_21_00.wav,20,0.0761492699962,0.05710544633921528
1,98curitiba_2017_05_20__12_21_00.wav,21,-0.0073263541675799996,0.07839578365752195
1,98curitiba_2017_05_20__12_21_00.wav,22,-0.13561154739045,0.06652122748177848
1,98curitiba_2017_05_20__12_21_00.wav,23,-0.063669564654,0.07956906354561799
1,98curitiba_2017_05_20__12_21_00.wav,24,0.0641429675221,0.06650154118466972
1,98curitiba_2017_05_20__12_21_00.wav,25,0.08142148242827199,0.0665024871654048
1,98curitiba_2017_05_20__12_21_00.wav,26,0.1294973406315,0.047206021265170484
1,98curitiba_2017_05_20__12_21_00.wav,27,-0.1059317129092,0.05733014631230625
1,98curitiba_2017_05_20__12_21_00.wav,28,-0.04231330740209,0.05702442169308876
1,98curitiba_2017_05_20__12_21_00.wav,29,0.0353801307925,0.0484067239795223
1,98curitiba_2017_05_20__12_21_00.wav,30,0.0696621793059,0.04718455792397801
1,98curitiba_2017_05_20__12_21_00.wav,31,0.1324707115768,0.043579704531108376
1,98curitiba_2017_05_20__12_21_00.wav,32,-0.07433727355367,0.05460385203911086
1,98curitiba_2017_05_20__12_21_00.wav,33,0.0741707837816,0.04434913577892804
1,98curitiba_2017_05_20__12_21_00.wav,34,0.0512996276907,0.05072136465763258
1,98curitiba_2017_05_20__12_21_00.wav,35,0.09697044738256,0.05668233865289588
1,98curitiba_2017_05_20__12_21_00.wav,36,0.082857699954,0.0717427657570536
1,98curitiba_2017_05_20__12_21_00.wav,37,0.02123978848415,0.04879223370863864
1,98curitiba_2017_05_20__12_21_00.wav,38,0.025457615364500003,0.059746288566557094
1,98curitiba_2017_05_20__12_21_00.wav,39,0.1983902223236,0.042250411200684304
1,98curitiba_2017_05_20__12_23_00.wav,0,0.0840320159812,0.06767986913329815
1,98curitiba_2017_05_20__12_23_00.wav,1,0.02144316485654,0.054853478605508016
1,98curitiba_2017_05_20__12_23_00.wav,2,-0.1231915742097,0.08912777643981878
1,98curitiba_2017_05_20__12_23_00.wav,3,0.029951842030999997,0.09374117517314433
1,98curitiba_2017_05_20__12_23_00.wav,4,0.0552630351599,0.038044225241799796
1,98curitiba_2017_05_20__12_23_00.wav,5,0.0856928764347,0.06120634210699555
1,98curitiba_2017_05_20__12_23_00.wav,6,0.089647999902,0.03176553811215301
1,98curitiba_2017_05_20__12_23_00.wav,7,0.0465589839141,0.03980687208398728
1,98curitiba_2017_05_20__12_23_00.wav,8,0.012214499853920001,0.11468628400343496
1,98curitiba_2017_05_20__12_23_00.wav,9,-0.2169348918993,0.10380501442500911
1,98curitiba_2017_05_20__12_23_00.wav,10,-0.247265271664,0.09245953982009304
1,98curitiba_2017_05_20__12_23_00.wav,11,-0.0549736014238,0.04883124962302711
1,98curitiba_2017_05_20__12_23_00.wav,12,-0.007220545164999997,0.08559103902221467
1,98curitiba_2017_05_20__12_23_00.wav,13,0.0285497086806,0.02866245374121144
1,98curitiba_2017_05_20__12_23_00.wav,14,0.1209424217816,0.04960295532451162
1,98curitiba_2017_05_20__12_23_00.wav,15,0.1472193266437,0.028954289543635922
1,98curitiba_2017_05_20__12_23_00.wav,16,-0.0142738676604,0.05112849439571336
1,98curitiba_2017_05_20__12_23_00.wav,17,-0.0019001041230400004,0.041729080184965496
1,98curitiba_2017_05_20__12_23_00.wav,18,-0.023508502586600002,0.045057958384554224
1,98curitiba_2017_05_20__12_23_00.wav,19,-0.1532910818694,0.04199560527933679
1,98curitiba_2017_05_20__12_23_00.wav,20,0.0812332131014,0.08742876977872026
1,98curitiba_2017_05_20__12_23_00.wav,21,0.0540016082617,0.040317660533917395
1,98curitiba_2017_05_20__12_23_00.wav,22,0.1274420575299,0.03411613496777505
1,98curitiba_2017_05_20__12_23_00.wav,23,0.010358237198000001,0.058079955985184964
1,98curitiba_2017_05_20__12_23_00.wav,24,-0.0714255754756,0.051108662081322566
1,98curitiba_2017_05_20__12_23_00.wav,25,-0.026965123897990002,0.04340144811237193
1,98curitiba_2017_05_20__12_23_00.wav,26,-0.0752135673164,0.03843716272305751
1,98curitiba_2017_05_20__12_23_00.wav,27,-0.0699209279728,0.0483068099530005
1,98curitiba_2017_05_20__12_23_00.wav,28,-0.1540691844879,0.03830204117835161
1,98curitiba_2017_05_20__12_23_00.wav,29,-0.17493844544813,0.049474317226970134
1,98curitiba_2017_05_20__12_23_00.wav,30,0.009205738642000002,0.08037598167193014
1,98curitiba_2017_05_20__12_23_00.wav,31,-0.10821066974596,0.06624195941012115
1,98curitiba_2017_05_20__12_23_00.wav,32,0.009524643318700001,0.05395844694119103
1,98curitiba_2017_05_20__12_23_00.wav,33,-0.013404405892850002,0.04938903275838712
1,98curitiba_2017_05_20__12_23_00.wav,34,0.0126671759773,0.034561910425321425
1,98curitiba_2017_05_20__12_23_00.wav,35,-0.037029349443300004,0.07772313134058671
1,98curitiba_2017_05_20__12_23_00.wav,36,-0.08201838520930001,0.040886115544779694
1,98curitiba_2017_05_20__12_23_00.wav,37,-0.1396281430049,0.041684929098220254
1,98curitiba_2017_05_20__12_23_00.wav,38,0.006973634753560001,0.04651276855927092
1,98curitiba_2017_05_20__12_23_00.wav,39,0.032409243368,0.03377143179426998
1,98curitiba_2017_05_20__12_25_00.wav,0,0.2674649949245,0.046946696939263864
